#{"t_start": 1543466051.1700308, "env_id": "CartPole-v1"}
r,l,t
39.0,39,1.577208
16.0,16,1.585901
18.0,18,1.596071
35.0,35,1.616035
20.0,20,1.628118
16.0,16,1.637257
16.0,16,1.646692
17.0,17,1.656762
16.0,16,1.665349
20.0,20,1.676507
12.0,12,1.683469
15.0,15,1.691789
31.0,31,1.710063
30.0,30,1.727761
22.0,22,1.740566
67.0,67,1.780528
47.0,47,1.805555
13.0,13,1.812443
19.0,19,1.82265
28.0,28,1.837109
18.0,18,1.846559
16.0,16,1.854608
21.0,21,1.865394
13.0,13,1.872149
28.0,28,1.88676
37.0,37,1.905626
27.0,27,1.920161
10.0,10,1.925714
21.0,21,1.937064
29.0,29,1.954152
19.0,19,1.966955
10.0,10,1.975162
45.0,45,2.000724
14.0,14,2.008617
22.0,22,2.023419
28.0,28,2.041478
25.0,25,2.056327
11.0,11,2.062844
13.0,13,2.070648
68.0,68,2.110313
14.0,14,2.118499
15.0,15,2.127313
24.0,24,2.850047
43.0,43,3.045627
16.0,16,3.116746
16.0,16,3.188015
14.0,14,3.252718
11.0,11,3.302727
35.0,35,3.458601
29.0,29,3.591009
15.0,15,3.657585
23.0,23,3.766801
17.0,17,3.841506
14.0,14,3.902811
10.0,10,3.947438
24.0,24,4.050786
46.0,46,4.245359
19.0,19,4.318693
19.0,19,4.382914
35.0,35,4.49126
39.0,39,4.607389
13.0,13,4.646428
33.0,33,4.764366
16.0,16,4.816436
19.0,19,4.886893
38.0,38,5.065444
20.0,20,5.153607
15.0,15,5.228733
23.0,23,5.337555
26.0,26,5.454944
36.0,36,5.6224
13.0,13,5.68101
10.0,10,5.726602
18.0,18,5.806233
25.0,25,5.922701
56.0,56,6.180974
16.0,16,6.251056
22.0,22,6.347856
26.0,26,6.464336
29.0,29,6.596907
21.0,21,6.696182
12.0,12,6.75179
17.0,17,6.826748
15.0,15,6.89232
32.0,32,7.032853
12.0,12,7.08389
17.0,17,7.157648
17.0,17,7.230237
27.0,27,7.346024
16.0,16,7.41481
16.0,16,7.494183
30.0,30,7.632316
22.0,22,7.744774
16.0,16,7.811249
21.0,21,7.906348
14.0,14,7.966043
15.0,15,8.023735
25.0,25,8.140902
14.0,14,8.200252
18.0,18,8.274732
50.0,50,8.502261
26.0,26,8.6137
35.0,35,8.799695
22.0,22,8.922214
31.0,31,9.066012
29.0,29,9.191526
19.0,19,9.269158
18.0,18,9.343263
12.0,12,9.394913
21.0,21,9.49025
17.0,17,9.568052
18.0,18,9.644331
24.0,24,9.770676
17.0,17,9.86423
38.0,38,10.096276
34.0,34,10.272758
15.0,15,10.349483
13.0,13,10.403162
25.0,25,10.532982
33.0,33,10.715929
10.0,10,10.774044
32.0,32,10.91459
26.0,26,11.023085
19.0,19,11.114098
20.0,20,11.197504
39.0,39,11.372488
28.0,28,11.499149
25.0,25,11.614532
51.0,51,11.857996
15.0,15,11.925875
20.0,20,12.030849
32.0,32,12.16933
14.0,14,12.235753
14.0,14,12.295883
16.0,16,12.360883
11.0,11,12.410376
34.0,34,12.560526
29.0,29,12.708869
16.0,16,12.78221
18.0,18,12.864517
16.0,16,12.941142
34.0,34,13.093967
24.0,24,13.209994
23.0,23,13.30376
16.0,16,13.369649
17.0,17,13.451639
19.0,19,13.554178
20.0,20,13.64129
18.0,18,13.729871
41.0,41,13.941214
22.0,22,14.056374
11.0,11,14.11688
9.0,9,14.162582
27.0,27,14.285593
12.0,12,14.338686
46.0,46,14.555861
14.0,14,14.62248
13.0,13,14.681222
45.0,45,14.886542
29.0,29,15.027347
18.0,18,15.119352
43.0,43,15.33583
39.0,39,15.497845
14.0,14,15.556314
76.0,76,15.92312
16.0,16,15.99986
73.0,73,16.350885
21.0,21,16.442129
13.0,13,16.503175
24.0,24,16.597305
10.0,10,16.643797
31.0,31,16.776184
36.0,36,16.942926
