#{"t_start": 1543280768.9212503, "env_id": "BipedalWalker-v2"}
r,l,t
-75.049523,1600,6.25548
-114.408528,129,6.910919
-123.540933,42,6.958268
-123.564394,42,7.203831
-125.447432,92,7.506391
-102.350048,61,7.546142
-120.613235,183,7.922956
-109.579322,37,7.949596
-112.853397,51,8.109439
-125.727088,88,8.317814
-128.873268,234,8.74032
-179.028446,1600,12.298206
-130.842336,106,12.570149
-121.809912,77,12.813026
-130.137652,104,13.055652
-123.004814,175,13.56982
-120.864081,75,13.641977
-151.695112,1600,17.289654
-133.824029,126,17.70382
-130.186735,104,17.943417
-144.750641,1600,21.667658
-109.115718,86,21.91152
-106.705903,104,22.15715
-123.446298,1600,25.850381
-104.960781,50,25.893853
-126.934981,46,26.159942
-110.122596,1600,29.925948
-159.753472,1600,33.442233
-107.176755,45,33.473505
-101.312,66,33.662847
-164.564615,1600,37.240736
-104.679436,105,37.478973
-107.138998,159,37.783974
-103.48964,106,38.027707
-112.190658,56,38.252322
-103.876019,106,38.511363
-104.77368,106,38.744478
-104.057367,106,38.9672
-104.667937,107,39.188435
-104.381616,105,39.416837
-104.470379,106,39.641201
-103.85371,54,39.830506
-101.871522,53,39.874001
-104.441896,108,40.108308
-104.486082,109,40.547549
-105.311932,52,40.604093
-111.06272,106,40.868583
-107.110991,110,41.132437
-101.394059,69,41.364835
-101.114989,70,41.601778
-121.972956,57,41.654465
-102.563199,104,41.921005
-101.140535,69,42.160611
-104.481844,106,42.421994
-99.475635,83,42.668171
-104.573729,67,42.903806
-98.934837,71,42.970357
-100.866371,68,43.186347
-100.581221,48,43.225494
-101.468452,68,43.431119
-101.824012,68,43.637829
-101.331618,70,43.690222
-101.636816,69,43.891154
-101.832395,91,44.106403
-105.402373,63,44.305815
-101.237136,70,44.360321
-107.942632,45,44.544364
-104.243209,76,44.77764
-100.684525,96,45.03032
-101.061638,69,45.095379
-101.369686,69,45.325766
-101.202772,69,45.54249
-103.103864,67,45.600107
-101.028665,69,45.832859
-101.224148,69,46.085946
-101.043632,69,46.149521
-100.955586,69,46.401355
-101.393799,70,46.656522
-100.611612,69,46.722172
-100.924274,69,46.959074
-101.664466,70,47.202046
-102.327626,53,47.251919
-101.404855,70,47.483313
-102.266055,69,47.687313
-101.154265,69,47.736329
-101.319256,69,47.937678
-107.519402,45,48.120095
-109.161891,68,48.171465
-101.261951,69,48.377843
-101.527949,69,48.595791
-104.554193,105,48.818598
-179.511162,1600,52.521805
-104.493073,104,52.78856
-108.972746,51,52.833959
-99.157198,97,53.098627
-125.092823,73,53.334188
-99.981986,76,53.578544
-103.746738,96,53.856708
-104.781661,106,54.122897
-108.900178,57,54.165422
-101.101493,73,54.388609
-104.437146,103,54.610775
-101.249654,69,54.815073
-104.466754,103,55.061646
-104.193449,63,55.106491
-103.055243,71,55.420649
-101.705776,64,55.615212
-100.730268,68,55.665066
-102.681668,69,55.850181
-102.851817,75,56.042043
-107.37053,46,56.075679
-100.277992,63,56.259279
-107.758708,46,56.292226
-108.474814,49,56.467084
-104.480704,104,56.69491
-108.504097,53,56.739877
-104.758397,106,57.098622
-103.123543,64,57.141831
-107.77943,47,57.32075
-99.460389,59,57.362351
-108.878932,48,57.554226
-101.243485,55,57.595092
-101.529094,63,57.796092
-105.370044,46,57.829006
-102.212109,54,58.022752
-108.101824,46,58.057873
-106.352093,45,58.242014
-108.823184,49,58.276305
-140.329948,119,58.514967
-102.710838,73,58.716964
-107.791,47,58.890346
-102.816948,73,58.93861
-108.461631,45,59.110341
-104.563258,105,59.325425
-102.441414,72,59.531035
-104.876691,107,59.763303
-108.647289,48,59.799169
-100.966123,62,60.003431
-104.875875,107,60.22515
-106.943115,49,60.260131
-108.001919,48,60.436641
-107.362665,47,60.470777
-101.001654,68,60.659363
-108.632789,45,60.690277
-107.373465,44,60.866346
-104.559843,104,61.112271
-108.188152,47,61.147738
-104.697646,105,61.39977
-104.266854,104,61.625829
-108.428835,46,61.8114
-102.407563,93,62.02702
-134.53205,131,62.29206
-101.424245,58,62.484953
-108.026635,48,62.522899
-107.752526,127,62.931678
-103.307104,80,62.994603
-100.71394,66,63.208519
-100.378529,67,63.40609
-107.144104,49,63.443026
-105.768172,139,63.853565
-108.17499,48,63.890414
-100.894747,65,64.086859
-104.360236,46,64.119799
