#{"t_start": 1543375775.2580547, "env_id": "CartPole-v1"}
r,l,t
41.0,41,0.424773
24.0,24,0.433927
14.0,14,0.439145
10.0,10,0.442925
45.0,45,0.459784
34.0,34,0.472482
22.0,22,0.480741
12.0,12,0.485283
28.0,28,0.495729
16.0,16,0.501704
27.0,27,0.511802
16.0,16,0.517784
8.0,8,0.520804
13.0,13,0.525642
15.0,15,0.531221
13.0,13,0.536153
12.0,12,0.540631
19.0,19,0.547692
12.0,12,0.552224
26.0,26,0.561862
12.0,12,0.566402
13.0,13,0.571265
11.0,11,0.575434
10.0,10,0.579228
10.0,10,0.58296
11.0,11,0.587132
11.0,11,0.591227
36.0,36,0.604649
10.0,10,0.608418
21.0,21,0.616279
26.0,26,0.625952
11.0,11,0.630129
20.0,20,0.637589
14.0,14,0.64275
15.0,15,0.648435
13.0,13,0.65333
10.0,10,0.657139
10.0,10,0.660871
14.0,14,0.666085
17.0,17,0.672422
17.0,17,0.678828
20.0,20,0.686288
14.0,14,0.691521
15.0,15,0.697157
12.0,12,0.701671
19.0,19,0.708795
13.0,13,0.713701
15.0,15,0.719295
10.0,10,0.723045
18.0,18,0.729808
17.0,17,0.736217
14.0,14,0.741487
13.0,13,0.746364
14.0,14,0.751664
9.0,9,0.755103
11.0,11,0.759218
14.0,14,0.764501
11.0,11,0.768627
14.0,14,0.773952
10.0,10,0.777717
11.0,11,0.781867
12.0,12,0.887589
16.0,16,0.908127
29.0,29,0.945359
14.0,14,0.963401
10.0,10,0.976331
14.0,14,0.994413
11.0,11,1.008674
20.0,20,1.03449
27.0,27,1.069275
14.0,14,1.087363
10.0,10,1.100255
12.0,12,1.115715
13.0,13,1.132691
15.0,15,1.152244
21.0,21,1.179755
13.0,13,1.196576
10.0,10,1.209478
14.0,14,1.227733
11.0,11,1.241919
13.0,13,1.258674
14.0,14,1.276881
11.0,11,1.291117
16.0,16,1.311863
25.0,25,1.344334
14.0,14,1.362566
55.0,55,1.434521
20.0,20,1.460536
20.0,20,1.486564
19.0,19,1.511526
19.0,19,1.536463
11.0,11,1.550812
35.0,35,1.596878
13.0,13,1.614046
11.0,11,1.628257
15.0,15,1.647896
16.0,16,1.668897
10.0,10,1.681947
17.0,17,1.704288
10.0,10,1.717454
30.0,30,1.756622
17.0,17,1.778956
23.0,23,1.809073
11.0,11,1.82348
36.0,36,1.870663
11.0,11,1.885129
14.0,14,1.903513
13.0,13,1.920574
21.0,21,1.94805
24.0,24,1.97964
28.0,28,2.016264
20.0,20,2.042388
18.0,18,2.066103
12.0,12,2.081895
15.0,15,2.101421
13.0,13,2.118319
23.0,23,2.148326
19.0,19,2.173116
31.0,31,2.216765
23.0,23,2.249584
9.0,9,2.261354
30.0,30,2.300496
10.0,10,2.313649
13.0,13,2.330706
92.0,92,2.450299
21.0,21,2.477427
38.0,38,2.526726
42.0,42,2.583966
86.0,86,2.698894
10.0,10,2.712507
139.0,139,2.899377
31.0,31,2.941319
98.0,98,3.072683
89.0,89,3.192056
81.0,81,3.300458
93.0,93,3.425285
183.0,183,3.668347
71.0,71,3.76224
140.0,140,3.94811
117.0,117,4.103418
129.0,129,4.274837
115.0,115,4.426764
122.0,122,4.589128
147.0,147,4.784878
213.0,213,5.066663
