#{"t_start": 1543466051.1695163, "env_id": "CartPole-v1"}
r,l,t
8.0,8,2.396694
9.0,9,2.412482
11.0,11,2.431303
8.0,8,2.445154
11.0,11,2.462803
10.0,10,2.478889
11.0,11,2.501536
10.0,10,2.521618
9.0,9,2.539978
12.0,12,2.559288
12.0,12,2.581048
10.0,10,2.602892
13.0,13,2.632524
11.0,11,2.654224
9.0,9,2.673462
24.0,24,2.714093
16.0,16,2.740442
15.0,15,2.766819
10.0,10,2.783757
11.0,11,2.802552
11.0,11,2.82164
17.0,17,2.853725
12.0,12,2.876448
24.0,24,2.921231
9.0,9,2.938117
32.0,32,2.998769
46.0,46,3.0857
11.0,11,3.10639
65.0,65,3.219327
9.0,9,3.236653
9.0,9,3.253446
9.0,9,3.269066
16.0,16,3.29802
12.0,12,3.319757
9.0,9,3.337301
18.0,18,3.371816
13.0,13,3.396516
9.0,9,3.412797
9.0,9,3.430444
8.0,8,3.445874
10.0,10,3.464835
22.0,22,3.505805
9.0,9,3.524363
25.0,25,3.573088
10.0,10,3.591427
27.0,27,3.653532
8.0,8,3.667675
10.0,10,3.687058
12.0,12,3.707556
9.0,9,3.724069
10.0,10,3.742091
9.0,9,3.757833
65.0,65,3.880738
41.0,41,3.964664
9.0,9,3.982583
10.0,10,4.000058
9.0,9,4.016954
20.0,20,4.053262
13.0,13,4.07541
10.0,10,4.093757
34.0,34,4.159843
11.0,11,4.178618
12.0,12,4.200809
10.0,10,4.216317
46.0,46,5.031256
8.0,8,5.0792
9.0,9,5.138786
13.0,13,5.217077
16.0,16,5.31378
11.0,11,5.384524
24.0,24,5.5269
10.0,10,5.583676
8.0,8,5.630338
10.0,10,5.694889
10.0,10,5.754967
8.0,8,5.799896
9.0,9,5.855003
24.0,24,5.998706
9.0,9,6.051495
10.0,10,6.114315
30.0,30,6.282414
9.0,9,6.33893
9.0,9,6.394701
9.0,9,6.446673
9.0,9,6.494555
13.0,13,6.566806
10.0,10,6.622173
11.0,11,6.685646
11.0,11,6.756507
10.0,10,6.810481
12.0,12,6.878849
10.0,10,6.945072
31.0,31,7.127666
12.0,12,7.194092
9.0,9,7.246758
13.0,13,7.31518
61.0,61,7.685845
11.0,11,7.766867
8.0,8,7.813192
8.0,8,7.86335
13.0,13,7.936505
12.0,12,8.00007
26.0,26,8.166569
10.0,10,8.234249
10.0,10,8.296327
13.0,13,8.382832
10.0,10,8.460466
43.0,43,8.712374
11.0,11,8.776711
33.0,33,8.949749
10.0,10,9.008777
14.0,14,9.092091
11.0,11,9.160162
11.0,11,9.22448
9.0,9,9.280357
9.0,9,9.336798
27.0,27,9.4929
48.0,48,9.775305
14.0,14,9.854858
13.0,13,9.947466
59.0,59,10.309174
12.0,12,10.372945
9.0,9,10.424236
10.0,10,10.500439
10.0,10,10.567662
10.0,10,10.629234
10.0,10,10.687325
12.0,12,10.773831
22.0,22,10.898873
10.0,10,10.956339
8.0,8,11.00023
9.0,9,11.043994
16.0,16,11.13971
9.0,9,11.191471
9.0,9,11.241928
11.0,11,11.304745
22.0,22,11.423889
11.0,11,11.486135
10.0,10,11.539834
15.0,15,11.624284
9.0,9,11.671954
55.0,55,12.030582
12.0,12,12.104174
11.0,11,12.171105
9.0,9,12.226767
12.0,12,12.295312
12.0,12,12.367686
8.0,8,12.416675
14.0,14,12.493358
9.0,9,12.540981
8.0,8,12.579884
9.0,9,12.630274
8.0,8,12.681273
9.0,9,12.732227
9.0,9,12.78172
11.0,11,12.840066
10.0,10,12.893434
9.0,9,12.950113
9.0,9,13.009794
10.0,10,13.072734
11.0,11,13.133931
13.0,13,13.213078
10.0,10,13.280898
9.0,9,13.340928
9.0,9,13.394779
10.0,10,13.454412
9.0,9,13.506827
13.0,13,13.59901
8.0,8,13.654954
10.0,10,13.712987
10.0,10,13.777264
11.0,11,13.84087
10.0,10,13.902102
10.0,10,13.959
10.0,10,14.030991
9.0,9,14.090584
10.0,10,14.162363
12.0,12,14.231566
12.0,12,14.302167
12.0,12,14.369321
18.0,18,14.488883
30.0,30,14.663914
53.0,53,14.966042
13.0,13,15.044245
10.0,10,15.1083
10.0,10,15.168906
12.0,12,15.250643
12.0,12,15.326616
8.0,8,15.371332
45.0,45,15.628575
19.0,19,15.734738
160.0,160,16.65679
39.0,39,16.873977
33.0,33,17.071203
12.0,12,17.156349
17.0,17,17.251808
8.0,8,17.297802
10.0,10,17.36737
12.0,12,17.44088
15.0,15,17.527464
8.0,8,17.577045
9.0,9,17.631972
9.0,9,17.69647
13.0,13,17.775269
12.0,12,17.849055
10.0,10,17.906939
212.0,212,19.198958
42.0,42,19.534539
9.0,9,19.584172
8.0,8,19.625989
10.0,10,19.682251
11.0,11,19.743298
10.0,10,19.799107
9.0,9,19.850117
10.0,10,19.916108
9.0,9,19.988753
24.0,24,20.119536
12.0,12,20.189484
9.0,9,20.238893
66.0,66,20.612867
19.0,19,20.723124
10.0,10,20.777499
10.0,10,20.839823
11.0,11,20.904403
12.0,12,20.973229
42.0,42,21.214447
25.0,25,21.365842
9.0,9,21.4132
10.0,10,21.471352
12.0,12,21.540947
28.0,28,21.69629
9.0,9,21.751922
12.0,12,21.819136
10.0,10,21.873423
12.0,12,21.943139
44.0,44,22.187185
14.0,14,22.263165
11.0,11,22.342092
12.0,12,22.413372
10.0,10,22.467853
38.0,38,22.693612
12.0,12,22.767408
9.0,9,22.833115
9.0,9,22.894065
10.0,10,22.951739
11.0,11,23.013228
24.0,24,23.157348
11.0,11,23.230666
10.0,10,23.289395
9.0,9,23.342381
10.0,10,23.404928
10.0,10,23.460038
9.0,9,23.5132
11.0,11,23.57825
28.0,28,23.733433
15.0,15,23.821217
9.0,9,23.87543
10.0,10,23.934122
10.0,10,23.987719
10.0,10,24.048615
9.0,9,24.10396
36.0,36,24.315442
9.0,9,24.372362
16.0,16,24.471985
20.0,20,24.585411
13.0,13,24.668057
11.0,11,24.743951
17.0,17,24.856149
10.0,10,24.912214
29.0,29,25.106143
8.0,8,25.160183
9.0,9,25.220365
12.0,12,25.287922
14.0,14,25.371607
12.0,12,25.520683
10.0,10,25.577998
10.0,10,25.631025
11.0,11,25.69959
9.0,9,25.755867
10.0,10,25.813974
10.0,10,25.885349
12.0,12,25.975207
12.0,12,26.055879
9.0,9,26.10644
11.0,11,26.18083
11.0,11,26.254869
20.0,20,26.372551
9.0,9,26.427948
49.0,49,26.71732
10.0,10,26.780188
54.0,54,27.126097
9.0,9,27.175193
22.0,22,27.313944
8.0,8,27.359581
10.0,10,27.42199
22.0,22,27.548868
12.0,12,27.614007
11.0,11,27.672508
10.0,10,27.731844
13.0,13,27.808746
10.0,10,27.86511
32.0,32,28.046227
11.0,11,28.103058
11.0,11,28.171334
10.0,10,28.237423
10.0,10,28.295839
9.0,9,28.351715
26.0,26,28.505866
10.0,10,28.556532
12.0,12,28.623678
19.0,19,28.734277
13.0,13,28.812514
10.0,10,28.864161
9.0,9,28.912919
10.0,10,28.970596
253.0,253,30.503802
10.0,10,30.557324
9.0,9,30.60502
23.0,23,30.735308
11.0,11,30.796534
11.0,11,30.855592
9.0,9,30.907118
8.0,8,30.955031
10.0,10,31.008304
10.0,10,31.066507
32.0,32,31.250726
9.0,9,31.300136
10.0,10,31.361152
38.0,38,31.586511
23.0,23,31.709895
59.0,59,32.108572
9.0,9,32.163383
8.0,8,32.214283
10.0,10,32.273235
11.0,11,32.338719
12.0,12,32.403662
8.0,8,32.463922
17.0,17,32.579731
13.0,13,32.65451
10.0,10,32.712896
9.0,9,32.762734
22.0,22,32.875498
10.0,10,32.935471
12.0,12,32.998763
9.0,9,33.053241
13.0,13,33.138906
32.0,32,33.353869
13.0,13,33.433182
9.0,9,33.491147
10.0,10,33.551358
10.0,10,33.605052
13.0,13,33.683257
10.0,10,33.740409
14.0,14,33.822567
9.0,9,33.875593
13.0,13,33.94542
14.0,14,34.025728
12.0,12,34.086088
10.0,10,34.144539
11.0,11,34.208873
11.0,11,34.262195
11.0,11,34.336351
49.0,49,34.64447
8.0,8,34.690749
175.0,175,35.787217
13.0,13,35.854749
9.0,9,35.921053
10.0,10,35.975338
10.0,10,36.03713
9.0,9,36.088303
20.0,20,36.193045
12.0,12,36.267101
12.0,12,36.34287
20.0,20,36.46975
9.0,9,36.517444
10.0,10,36.585233
13.0,13,36.653503
10.0,10,36.711591
10.0,10,36.76335
9.0,9,36.817252
38.0,38,37.038527
52.0,52,37.348661
9.0,9,37.405136
10.0,10,37.466055
10.0,10,37.519833
17.0,17,37.619234
10.0,10,37.671193
20.0,20,37.783905
12.0,12,37.84609
9.0,9,37.916274
21.0,21,38.05379
13.0,13,38.128343
10.0,10,38.253019
8.0,8,38.299109
11.0,11,38.358003
9.0,9,38.406714
13.0,13,38.48455
9.0,9,38.537075
10.0,10,38.598844
9.0,9,38.655113
9.0,9,38.71314
32.0,32,38.884714
11.0,11,38.952049
9.0,9,39.007895
9.0,9,39.061067
11.0,11,39.13098
10.0,10,39.191738
8.0,8,39.248163
12.0,12,39.316836
8.0,8,39.367275
9.0,9,39.42489
11.0,11,39.485204
12.0,12,39.5578
11.0,11,39.635983
11.0,11,39.700475
12.0,12,39.764836
12.0,12,39.834768
14.0,14,39.914959
10.0,10,39.967203
29.0,29,40.123212
9.0,9,40.174436
112.0,112,40.836905
8.0,8,40.896143
12.0,12,40.982441
10.0,10,41.031912
18.0,18,41.127466
9.0,9,41.180808
27.0,27,41.361744
11.0,11,41.422376
