#{"t_start": 1543466051.1703775, "env_id": "Acrobot-v1"}
r,l,t
-500.0,500,3.280203
-500.0,500,4.273082
-500.0,500,8.085555
-500.0,500,11.120925
-500.0,500,14.04916
-500.0,500,16.958724
-500.0,500,19.824168
-500.0,500,22.738885
-500.0,500,25.662786
-500.0,500,28.493658
-500.0,500,31.416512
-500.0,500,34.259177
-500.0,500,37.139452
-500.0,500,39.970863
-106.0,107,40.638649
-500.0,500,43.527856
-500.0,500,46.368455
-500.0,500,49.322804
-500.0,500,52.195284
-500.0,500,55.088754
-500.0,500,57.995872
-102.0,103,58.590108
-500.0,500,61.534984
-500.0,500,64.404382
-500.0,500,67.268223
-500.0,500,70.238275
-500.0,500,73.140825
-154.0,155,74.013683
-500.0,500,76.879606
-500.0,500,79.746953
-500.0,500,82.672752
-500.0,500,85.565241
-500.0,500,88.630232
-500.0,500,91.578716
-500.0,500,94.346979
-500.0,500,97.242034
-98.0,99,97.827177
-500.0,500,100.694274
-500.0,500,103.604821
-500.0,500,106.44834
-500.0,500,109.43782
-500.0,500,112.24788
-500.0,500,115.172704
-500.0,500,117.974807
-500.0,500,120.832121
-500.0,500,123.970222
-500.0,500,126.932586
-500.0,500,129.962829
-500.0,500,132.809148
-500.0,500,135.681625
-500.0,500,138.605092
-500.0,500,141.479923
-500.0,500,144.438326
-500.0,500,147.285368
-500.0,500,150.209335
-99.0,100,150.782977
-160.0,161,151.721966
-500.0,500,154.563845
-500.0,500,157.442077
-395.0,396,159.712713
-500.0,500,162.632612
-500.0,500,165.673575
-500.0,500,168.589944
-500.0,500,171.467608
-119.0,120,172.205619
-79.0,80,172.65463
-500.0,500,175.556628
-197.0,198,176.753188
-145.0,146,177.591959
-500.0,500,180.429952
-500.0,500,183.352626
-500.0,500,186.235662
-500.0,500,189.060861
-500.0,500,191.872168
-500.0,500,194.778762
-500.0,500,197.682748
-500.0,500,200.520648
-500.0,500,203.288188
-88.0,89,203.802878
-329.0,330,205.799039
-114.0,115,206.526305
-88.0,89,207.032008
-85.0,86,207.522586
-177.0,178,208.530509
-69.0,70,208.952297
-500.0,500,211.849473
-130.0,131,212.574821
-63.0,64,212.94081
-500.0,500,215.815528
-500.0,500,218.776814
-236.0,237,220.123118
-500.0,500,223.098243
-500.0,500,226.073771
-500.0,500,229.00377
-500.0,500,231.899751
-103.0,104,232.476486
-88.0,89,232.977245
-500.0,500,235.873327
-291.0,292,237.559279
-108.0,109,238.200351
-95.0,96,238.769676
-104.0,105,239.4467
-92.0,93,240.023502
-144.0,145,240.850184
-364.0,365,243.081964
-126.0,127,243.828654
-110.0,111,244.465458
-115.0,116,245.136671
-128.0,129,245.905359
-500.0,500,248.737427
-500.0,500,251.542557
-500.0,500,254.3141
-500.0,500,257.118082
-84.0,85,257.637151
-500.0,500,260.437382
-142.0,143,261.243193
-87.0,88,261.742905
-90.0,91,262.269305
-96.0,97,262.799287
-117.0,118,263.477151
-500.0,500,266.426044
-500.0,500,269.359038
-500.0,500,272.385967
-158.0,159,273.282228
-130.0,131,274.042009
-500.0,500,277.043555
-155.0,156,277.94808
-96.0,97,278.477866
-69.0,70,278.874431
-84.0,85,279.371552
-95.0,96,279.928784
-139.0,140,280.717226
-500.0,500,283.599553
-106.0,107,284.195616
-128.0,129,284.863357
-85.0,86,285.414497
-377.0,378,287.599521
-73.0,74,287.989936
-500.0,500,290.896869
-500.0,500,293.747915
-500.0,500,296.657947
-108.0,109,297.285349
-500.0,500,300.151353
-309.0,310,301.921061
-500.0,500,304.702309
-75.0,76,305.120085
-98.0,99,305.661853
-113.0,114,306.287267
-500.0,500,309.157546
-102.0,103,309.761114
-106.0,107,310.372776
-108.0,109,311.004842
-500.0,500,313.723329
-500.0,500,316.510573
-500.0,500,319.473505
-107.0,108,320.12334
-101.0,102,320.711589
-77.0,78,321.183889
-69.0,70,321.628184
-98.0,99,322.240589
-500.0,500,325.088747
-500.0,500,328.037723
-116.0,117,328.68991
-500.0,500,331.487013
-171.0,172,332.469426
-162.0,163,333.436748
-105.0,106,334.053019
-500.0,500,336.964304
-239.0,240,338.443161
-110.0,111,339.13752
-98.0,99,339.752695
-97.0,98,340.308162
-108.0,109,340.938656
-82.0,83,341.480512
-73.0,74,341.938701
-83.0,84,342.453866
-500.0,500,345.44015
-73.0,74,345.879617
-221.0,222,347.168059
-76.0,77,347.603474
-500.0,500,350.485283
-500.0,500,353.501645
-500.0,500,356.383919
-176.0,177,357.404562
-233.0,234,358.717358
-114.0,115,359.371339
-75.0,76,359.798987
-119.0,120,360.462445
-90.0,91,360.999161
-144.0,145,361.832723
-126.0,127,362.563503
-64.0,65,362.945976
-105.0,106,363.613735
-107.0,108,364.223504
-500.0,500,367.162942
-75.0,76,367.583225
-223.0,224,368.854499
-93.0,94,369.443909
-97.0,98,370.043823
-138.0,139,370.807775
-80.0,81,371.258291
-111.0,112,371.897224
-81.0,82,372.374267
-102.0,103,373.011708
-80.0,81,373.483909
-93.0,94,374.038063
-76.0,77,374.477104
-106.0,107,375.105075
-91.0,92,375.657382
-70.0,71,376.093422
-134.0,135,376.9126
-131.0,132,377.764046
-88.0,89,378.307657
-500.0,500,381.138253
-500.0,500,384.061066
-103.0,104,384.665601
-81.0,82,385.141595
-69.0,70,385.551557
-83.0,84,386.017614
-97.0,98,386.566353
-82.0,83,387.057297
-90.0,91,387.576161
-130.0,131,388.346146
-78.0,79,388.809618
-131.0,132,389.553159
-74.0,75,390.009033
-108.0,109,390.636403
-82.0,83,391.103318
-85.0,86,391.598017
-74.0,75,392.018771
-117.0,118,392.682454
-500.0,500,395.516593
-500.0,500,398.368383
-116.0,117,399.076162
-73.0,74,399.551877
-500.0,500,402.472977
-72.0,73,402.873763
-147.0,148,403.72564
-157.0,158,404.601497
-62.0,63,404.993353
-112.0,113,405.651884
-90.0,91,406.152246
-98.0,99,406.698949
-94.0,95,407.254586
-96.0,97,407.795329
-77.0,78,408.255203
-291.0,292,409.925228
-93.0,94,410.46703
-81.0,82,410.917922
-85.0,86,411.411797
-89.0,90,411.901311
-93.0,94,412.416935
-500.0,500,415.487389
-500.0,500,418.371402
-81.0,82,418.813973
-150.0,151,419.62949
-94.0,95,420.193373
-500.0,500,423.004957
-89.0,90,423.511864
-104.0,105,424.105056
-117.0,118,424.757378
-132.0,133,425.534185
-100.0,101,426.09242
-71.0,72,426.507709
-97.0,98,427.060518
-105.0,106,427.67627
-84.0,85,428.185569
-85.0,86,428.652929
-137.0,138,429.436022
-145.0,146,430.276553
-97.0,98,430.836062
-110.0,111,431.490801
-62.0,63,431.84055
-82.0,83,432.312993
-92.0,93,432.801341
-91.0,92,433.291119
-90.0,91,433.756289
-105.0,106,434.297128
-87.0,88,434.773152
-97.0,98,435.29756
-88.0,89,435.772022
-88.0,89,436.271107
-94.0,95,436.791911
-102.0,103,437.339757
-90.0,91,437.880168
-88.0,89,438.411
-113.0,114,439.038036
-104.0,105,439.604101
-72.0,73,440.027833
-88.0,89,440.534128
-107.0,108,441.117734
-137.0,138,441.88699
-63.0,64,442.314236
-80.0,81,442.782374
-72.0,73,443.174932
-69.0,70,443.573299
-76.0,77,444.005204
-78.0,79,444.433118
-79.0,80,444.851767
-72.0,73,445.283522
-105.0,106,445.893655
-226.0,227,447.229477
-72.0,73,447.676616
-76.0,77,448.153808
-89.0,90,448.651412
-94.0,95,449.184811
-97.0,98,449.697685
-80.0,81,450.126894
-94.0,95,450.675656
-77.0,78,451.10055
-69.0,70,451.480353
-92.0,93,451.984196
-149.0,150,452.797836
-94.0,95,453.331003
-75.0,76,453.76586
-78.0,79,454.228016
-91.0,92,454.738599
-84.0,85,455.200377
-97.0,98,455.768948
-80.0,81,456.23248
-73.0,74,456.648724
-76.0,77,457.076709
-114.0,115,457.708933
-71.0,72,458.099559
-102.0,103,458.651948
-135.0,136,459.387187
-79.0,80,459.856526
-86.0,87,460.332856
-71.0,72,460.737541
-90.0,91,461.242803
-102.0,103,461.834504
-74.0,75,462.247833
-132.0,133,463.016274
-89.0,90,463.566971
-100.0,101,464.151851
-83.0,84,464.657791
-82.0,83,465.121309
-101.0,102,465.699415
-63.0,64,466.081618
-500.0,500,468.963122
-90.0,91,469.502583
-86.0,87,469.982682
-72.0,73,470.385206
-93.0,94,470.938293
-68.0,69,471.347924
-81.0,82,471.863846
-111.0,112,472.533297
-87.0,88,473.030158
-102.0,103,473.630389
-76.0,77,474.08011
-61.0,62,474.455114
-92.0,93,475.013569
-151.0,152,475.913639
-89.0,90,476.442374
-70.0,71,476.928955
-91.0,92,477.51016
-103.0,104,478.111143
-72.0,73,478.501935
-124.0,125,479.1838
-87.0,88,479.691878
-106.0,107,480.30293
-90.0,91,480.820012
-92.0,93,481.341062
-76.0,77,481.774004
-500.0,500,484.571962
-93.0,94,485.095845
-65.0,66,485.464671
-88.0,89,485.947698
-71.0,72,486.33084
-75.0,76,486.729373
-90.0,91,487.494942
-99.0,100,488.035132
-75.0,76,488.43211
-124.0,125,489.141728
-98.0,99,489.712413
-75.0,76,490.123908
-76.0,77,490.588398
-155.0,156,491.498299
-88.0,89,492.012354
-82.0,83,492.508847
-94.0,95,493.031734
-71.0,72,493.448611
-77.0,78,493.910384
-86.0,87,494.384384
-90.0,91,494.911459
-500.0,500,497.685047
-93.0,94,498.200643
-113.0,114,498.830955
-102.0,103,499.380092
-91.0,92,499.892302
-103.0,104,500.448926
-94.0,95,500.972342
-93.0,94,501.498407
-122.0,123,502.206299
-78.0,79,502.693877
-102.0,103,503.34305
-61.0,62,503.703368
-108.0,109,504.360479
-78.0,79,504.808968
-102.0,103,505.392386
-96.0,97,505.936988
-112.0,113,506.538271
-75.0,76,506.993634
-93.0,94,507.504533
-89.0,90,508.000027
-98.0,99,508.515836
-94.0,95,509.00279
-70.0,71,509.41337
-90.0,91,509.984301
-81.0,82,510.460759
-87.0,88,510.986439
-128.0,129,511.726449
-102.0,103,512.306044
-95.0,96,512.814949
-500.0,500,515.587584
-130.0,131,516.292488
-94.0,95,516.815583
-74.0,75,517.215739
-114.0,115,517.838027
-105.0,106,518.410881
-95.0,96,518.900467
-87.0,88,519.34122
-83.0,84,519.824973
-105.0,106,520.443314
-78.0,79,520.936124
-115.0,116,521.676429
-97.0,98,522.239207
-83.0,84,522.796511
-126.0,127,523.469319
-196.0,197,524.502218
-63.0,64,524.853099
-65.0,66,525.217471
-82.0,83,525.701556
-91.0,92,526.195418
-82.0,83,526.647594
-88.0,89,527.137275
-70.0,71,527.515224
-94.0,95,528.040361
-86.0,87,528.513986
-154.0,155,529.361775
-73.0,74,529.758707
-90.0,91,530.265938
-91.0,92,530.752813
-101.0,102,531.315005
-94.0,95,531.857188
-99.0,100,532.389315
-109.0,110,532.988487
-87.0,88,533.460355
-94.0,95,533.956807
-102.0,103,534.511888
-123.0,124,535.191512
-92.0,93,535.688788
-78.0,79,536.130623
-89.0,90,536.621628
-94.0,95,537.125975
-76.0,77,537.539841
-76.0,77,537.991997
-86.0,87,538.460066
-93.0,94,539.007491
-100.0,101,539.565327
-107.0,108,540.143733
-95.0,96,540.663475
-63.0,64,541.013306
-83.0,84,541.468487
