#{"t_start": 1543373755.8974085, "env_id": "CartPole-v1"}
r,l,t
13.0,13,0.536652
15.0,15,0.542536
17.0,17,0.549055
34.0,34,0.561915
11.0,11,0.566114
20.0,20,0.573744
20.0,20,0.581377
22.0,22,0.589842
36.0,36,0.60365
26.0,26,0.613575
19.0,19,0.620884
14.0,14,0.626221
23.0,23,0.634903
27.0,27,0.645074
21.0,21,0.653054
19.0,19,0.660324
13.0,13,0.665241
23.0,23,0.674088
19.0,19,0.681254
14.0,14,0.686526
15.0,15,0.692173
19.0,19,0.699376
13.0,13,0.704325
23.0,23,0.713047
22.0,22,0.721353
20.0,20,0.728925
13.0,13,0.73389
12.0,12,0.738482
20.0,20,0.746113
31.0,31,0.757847
13.0,13,0.762869
14.0,14,0.76824
12.0,12,0.772899
10.0,10,0.776793
22.0,22,0.785209
16.0,16,0.791399
14.0,14,0.796785
31.0,31,0.808674
32.0,32,0.820975
15.0,15,0.826709
34.0,34,0.839831
12.0,12,0.844504
14.0,14,0.849904
20.0,20,0.857648
12.0,12,0.862281
10.0,10,0.866147
23.0,23,0.875041
11.0,11,0.879307
15.0,15,0.885102
23.0,23,0.89399
19.0,19,0.901252
20.0,20,0.908986
16.0,16,0.915166
13.0,13,1.029877
10.0,10,1.043127
27.0,27,1.078787
12.0,12,1.094617
12.0,12,1.11039
25.0,25,1.144698
12.0,12,1.160882
20.0,20,1.187423
14.0,14,1.205858
11.0,11,1.22049
21.0,21,1.248237
15.0,15,1.268041
13.0,13,1.285415
14.0,14,1.30409
21.0,21,1.331719
13.0,13,1.348979
17.0,17,1.371242
19.0,19,1.396198
12.0,12,1.411971
11.0,11,1.426433
16.0,16,1.447686
17.0,17,1.470166
18.0,18,1.493828
18.0,18,1.517405
17.0,17,1.539983
17.0,17,1.562296
12.0,12,1.578047
19.0,19,1.603218
13.0,13,1.620399
11.0,11,1.634969
15.0,15,1.65479
10.0,10,1.668118
16.0,16,1.6895
13.0,13,1.706645
32.0,32,1.74862
20.0,20,1.774981
15.0,15,1.794674
10.0,10,1.807642
17.0,17,1.830019
11.0,11,1.844562
15.0,15,1.86424
13.0,13,1.881441
13.0,13,1.898633
17.0,17,1.921253
14.0,14,1.939827
15.0,15,1.959469
11.0,11,1.973847
14.0,14,1.992181
24.0,24,2.023842
11.0,11,2.038309
23.0,23,2.068569
11.0,11,2.083105
21.0,21,2.110734
27.0,27,2.146484
11.0,11,2.161006
9.0,9,2.172816
12.0,12,2.188576
12.0,12,2.2049
14.0,14,2.223195
11.0,11,2.237617
9.0,9,2.249455
12.0,12,2.26527
10.0,10,2.278315
14.0,14,2.296847
10.0,10,2.310062
11.0,11,2.324554
10.0,10,2.337993
10.0,10,2.351111
66.0,66,2.437325
74.0,74,2.534186
69.0,69,2.624396
47.0,47,2.685698
61.0,61,2.765073
41.0,41,2.818866
72.0,72,2.913049
51.0,51,2.979463
54.0,54,3.04987
75.0,75,3.147235
112.0,112,3.293205
84.0,84,3.402068
72.0,72,3.495611
83.0,83,3.60322
138.0,138,3.782493
152.0,152,3.979576
194.0,194,4.231265
304.0,304,4.625592
270.0,270,4.97632
137.0,137,5.154761
212.0,212,5.431127
227.0,227,5.726294
199.0,199,5.984839
346.0,346,6.434745
177.0,177,6.664558
211.0,211,6.938833
138.0,138,7.117987
255.0,255,7.44849
246.0,246,7.767361
122.0,122,7.925675
160.0,160,8.133413
130.0,130,8.302581
117.0,117,8.455404
308.0,308,8.856306
142.0,142,9.040631
142.0,142,9.225501
91.0,91,9.34365
139.0,139,9.52438
340.0,340,9.966537
256.0,256,10.299285
219.0,219,10.584673
142.0,142,10.769788
215.0,215,11.050381
230.0,230,11.349727
225.0,225,11.644
148.0,148,11.836565
243.0,243,12.154709
161.0,161,12.364969
171.0,171,12.588729
151.0,151,12.786205
182.0,182,13.023974
151.0,151,13.221014
152.0,152,13.419295
152.0,152,13.617502
126.0,126,13.78232
145.0,145,13.971828
143.0,143,14.157963
134.0,134,14.332756
146.0,146,14.523008
144.0,144,14.710074
122.0,122,14.869417
120.0,120,15.024819
131.0,131,15.195676
115.0,115,15.345366
111.0,111,15.489589
112.0,112,15.635634
112.0,112,15.781037
104.0,104,15.917045
117.0,117,16.069857
106.0,106,16.208166
109.0,109,16.350638
104.0,104,16.486543
102.0,102,16.619299
113.0,113,16.767003
116.0,116,16.919361
99.0,99,17.048873
102.0,102,17.182278
105.0,105,17.320358
102.0,102,17.453645
105.0,105,17.590957
103.0,103,17.726185
102.0,102,17.859586
99.0,99,17.989963
101.0,101,18.122026
104.0,104,18.258323
101.0,101,18.39023
104.0,104,18.525982
109.0,109,18.668481
103.0,103,18.803744
106.0,106,18.942546
115.0,115,19.093278
111.0,111,19.238204
118.0,118,19.392733
108.0,108,19.533711
106.0,106,19.672724
111.0,111,19.817821
115.0,115,19.968892
100.0,100,20.100251
108.0,108,20.241649
115.0,115,20.393728
105.0,105,20.531801
110.0,110,20.676681
122.0,122,20.83722
124.0,124,21.000789
198.0,198,21.261786
120.0,120,21.419817
164.0,164,21.63568
117.0,117,21.790212
129.0,129,21.959961
103.0,103,22.095913
128.0,128,22.265186
105.0,105,22.402997
117.0,117,22.557097
119.0,119,22.714615
100.0,100,22.846615
106.0,106,22.985941
111.0,111,23.131757
106.0,106,23.271305
111.0,111,23.417146
108.0,108,23.558878
107.0,107,23.699057
116.0,116,23.850559
117.0,117,24.004396
126.0,126,24.170496
116.0,116,24.323686
115.0,115,24.474906
114.0,114,24.625028
113.0,113,24.773333
116.0,116,24.925669
103.0,103,25.060805
105.0,105,25.199361
101.0,101,25.332536
98.0,98,25.461996
105.0,105,25.600542
103.0,103,25.735857
109.0,109,25.87986
111.0,111,26.02582
106.0,106,26.165585
101.0,101,26.298609
119.0,119,26.455356
113.0,113,26.604017
97.0,97,26.73154
109.0,109,26.874891
102.0,102,27.00883
99.0,99,27.139172
105.0,105,27.277268
101.0,101,27.409783
100.0,100,27.540858
102.0,102,27.674669
103.0,103,27.80935
118.0,118,27.96466
118.0,118,28.120048
117.0,117,28.274037
121.0,121,28.432771
124.0,124,28.595443
132.0,132,28.769255
132.0,132,28.943202
157.0,157,29.149165
134.0,134,29.32503
159.0,159,29.533776
155.0,155,29.73722
159.0,159,29.946367
123.0,123,30.107717
150.0,150,30.304442
161.0,161,30.515639
153.0,153,30.717371
152.0,152,30.917438
156.0,156,31.121749
108.0,108,31.263348
143.0,143,31.4503
